,Order Number,Finished Good,Order Size,Item_Number,Quantity,Shared_parts
727,94,1,1,PROC8215,2,4
728,94,1,1,SA70K11490,2,2
729,94,1,1,PROC1811,1,.
730,94,1,1,PROC9106,2,2
731,94,1,1,SSW0K51546,2,2
732,94,1,1,SPP0G54610,1,.
733,94,1,1,PROC9203,2,2
734,94,1,1,PROC12008,1,.
735,94,1,1,SSW0N27927,2,4
736,94,1,1,SSW0N29515,1,.
737,94,1,1,SPP0G98370,1,.
738,94,1,1,PROC1811,2,2
739,94,1,1,PROC10224,1,.
740,100,1,2,000000000000008820,1,.
741,100,1,2,SSW0G43707,2,2
742,100,1,2,SSW0G44348,2,3
743,100,1,2,SSW0G44670,1,.
744,100,1,2,SSW0K51133,2,2
745,100,1,2,SSW0K51575,1,.
746,100,1,2,SSW0G44392,2,4
747,100,1,2,000000000031028776,1,.
748,100,1,2,000000000031040179,2,5
749,100,1,2,000000000031503985,1,.
750,100,1,2,PROC10204,2,2
751,100,1,2,000000000031034776,1,.
752,100,1,2,PROC2237,1,.
753,100,1,2,PROC7029,1,.
754,100,1,2,000000000031045548,2,2
755,100,1,2,000000000031045550,2,2
756,100,1,2,000000000031034609,1,.
757,100,1,2,000000000067000739,1,.
758,100,1,2,PROC2802,1,.
759,100,1,2,000000000031037296,1,.
760,100,1,2,SP10G00161,1,.
761,100,1,2,PROC8213,2,3
762,100,1,2,SL10F25678,1,.
763,100,1,2,SPP0G54600,1,.
764,100,1,2,PROC8215,2,4
765,100,1,2,SA70K11490,2,2
766,100,1,2,PROC1811,1,.
767,100,1,2,PROC9106,2,2
768,100,1,2,SSW0K51546,2,2
769,100,1,2,SPP0G54610,1,.
770,100,1,2,PROC9203,2,2
771,100,1,2,PROC12008,1,.
772,100,1,2,SSW0N27927,2,4
773,100,1,2,SSW0N29515,1,.
774,100,1,2,SPP0G98370,1,.
775,100,1,2,PROC1811,2,2
776,100,1,2,PROC10224,1,.
777,2,3,5,SSW0G42871,1,.
778,2,3,5,SSW0G44836,1,.
779,2,3,5,SSW0G44953,1,.
780,2,3,5,SSW0P20662,1,.
781,2,3,5,SSW0G44351,1,.
782,2,3,5,SSW0G44585,2,1
783,2,3,5,SL60K75022,1,.
784,2,3,5,cdb_49000017,1,.
785,2,3,5,SD50H32746,1,.
786,2,3,5,PROC13209,2,4
787,2,3,5,000000000031045549,1,.
788,2,3,5,PROC7320,1,.
789,2,3,5,SPP0H55681,1,.
790,2,3,5,PROC7109,1,.
791,2,3,5,PROC7033,1,.
792,2,3,5,000000000031028400,2,5
793,2,3,5,cdb_04000018,2,2
794,2,3,5,000000000031501056,2,2
795,2,3,5,SPP0G54625,2,4
796,2,3,5,PROC9107,1,.
797,2,3,5,SPP0G99675,2,5
798,2,3,5,SSW0K51935,2,4
799,2,3,5,PROC3410,1,.
800,2,3,5,SPP0K08480,1,.
801,2,3,5,SPP0H55681,1,.
802,2,3,5,SPP0H55684,2,2
803,2,3,5,000000000067001143,1,.
804,2,3,5,SSW0N28641,2,1
805,2,3,5,PROC10338,2,2
806,2,3,5,SSW0L97271,2,4
807,8,3,3,SSW0G42871,1,.
808,8,3,3,SSW0G44836,1,.
809,8,3,3,SSW0G44953,1,.
810,8,3,3,SSW0P20662,1,.
811,8,3,3,SSW0G44351,1,.
812,8,3,3,SSW0G44585,2,1
813,8,3,3,SL60K75022,1,.
814,8,3,3,cdb_49000017,1,.
815,8,3,3,SD50H32746,1,.
816,8,3,3,PROC13209,2,4
817,8,3,3,000000000031045549,1,.
818,8,3,3,PROC7320,1,.
819,8,3,3,SPP0H55681,1,.
820,8,3,3,PROC7109,1,.
821,8,3,3,PROC7033,1,.
822,8,3,3,000000000031028400,2,5
823,8,3,3,cdb_04000018,2,2
824,8,3,3,000000000031501056,2,2
825,8,3,3,SPP0G54625,2,4
826,8,3,3,PROC9107,1,.
827,8,3,3,SPP0G99675,2,5
828,8,3,3,SSW0K51935,2,4
829,8,3,3,PROC3410,1,.
830,8,3,3,SPP0K08480,1,.
831,8,3,3,SPP0H55681,1,.
832,8,3,3,SPP0H55684,2,2
833,8,3,3,000000000067001143,1,.
834,8,3,3,SSW0N28641,2,1
835,8,3,3,PROC10338,2,2
836,8,3,3,SSW0L97271,2,4
837,11,3,3,SSW0G42871,1,.
838,11,3,3,SSW0G44836,1,.
839,11,3,3,SSW0G44953,1,.
840,11,3,3,SSW0P20662,1,.
841,11,3,3,SSW0G44351,1,.
842,11,3,3,SSW0G44585,2,1
843,11,3,3,SL60K75022,1,.
844,11,3,3,cdb_49000017,1,.
845,11,3,3,SD50H32746,1,.
846,11,3,3,PROC13209,2,4
847,11,3,3,000000000031045549,1,.
848,11,3,3,PROC7320,1,.
849,11,3,3,SPP0H55681,1,.
850,11,3,3,PROC7109,1,.
851,11,3,3,PROC7033,1,.
852,11,3,3,000000000031028400,2,5
853,11,3,3,cdb_04000018,2,2
854,11,3,3,000000000031501056,2,2
855,11,3,3,SPP0G54625,2,4
856,11,3,3,PROC9107,1,.
857,11,3,3,SPP0G99675,2,5
858,11,3,3,SSW0K51935,2,4
859,11,3,3,PROC3410,1,.
860,11,3,3,SPP0K08480,1,.
861,11,3,3,SPP0H55681,1,.
862,11,3,3,SPP0H55684,2,2
863,11,3,3,000000000067001143,1,.
864,11,3,3,SSW0N28641,2,1
865,11,3,3,PROC10338,2,2
866,11,3,3,SSW0L97271,2,4
867,13,3,2,SSW0G42871,1,.
868,13,3,2,SSW0G44836,1,.
869,13,3,2,SSW0G44953,1,.
870,13,3,2,SSW0P20662,1,.
871,13,3,2,SSW0G44351,1,.
872,13,3,2,SSW0G44585,2,1
873,13,3,2,SL60K75022,1,.
874,13,3,2,cdb_49000017,1,.
875,13,3,2,SD50H32746,1,.
876,13,3,2,PROC13209,2,4
877,13,3,2,000000000031045549,1,.
878,13,3,2,PROC7320,1,.
879,13,3,2,SPP0H55681,1,.
880,13,3,2,PROC7109,1,.
881,13,3,2,PROC7033,1,.
882,13,3,2,000000000031028400,2,5
883,13,3,2,cdb_04000018,2,2
884,13,3,2,000000000031501056,2,2
885,13,3,2,SPP0G54625,2,4
886,13,3,2,PROC9107,1,.
887,13,3,2,SPP0G99675,2,5
888,13,3,2,SSW0K51935,2,4
889,13,3,2,PROC3410,1,.
890,13,3,2,SPP0K08480,1,.
891,13,3,2,SPP0H55681,1,.
892,13,3,2,SPP0H55684,2,2
893,13,3,2,000000000067001143,1,.
894,13,3,2,SSW0N28641,2,1
895,13,3,2,PROC10338,2,2
896,13,3,2,SSW0L97271,2,4
897,15,3,2,SSW0G42871,1,.
898,15,3,2,SSW0G44836,1,.
899,15,3,2,SSW0G44953,1,.
900,15,3,2,SSW0P20662,1,.
901,15,3,2,SSW0G44351,1,.
902,15,3,2,SSW0G44585,2,1
903,15,3,2,SL60K75022,1,.
904,15,3,2,cdb_49000017,1,.
905,15,3,2,SD50H32746,1,.
906,15,3,2,PROC13209,2,4
907,15,3,2,000000000031045549,1,.
908,15,3,2,PROC7320,1,.
909,15,3,2,SPP0H55681,1,.
910,15,3,2,PROC7109,1,.
911,15,3,2,PROC7033,1,.
912,15,3,2,000000000031028400,2,5
913,15,3,2,cdb_04000018,2,2
914,15,3,2,000000000031501056,2,2
915,15,3,2,SPP0G54625,2,4
916,15,3,2,PROC9107,1,.
917,15,3,2,SPP0G99675,2,5
918,15,3,2,SSW0K51935,2,4
919,15,3,2,PROC3410,1,.
920,15,3,2,SPP0K08480,1,.
921,15,3,2,SPP0H55681,1,.
922,15,3,2,SPP0H55684,2,2
923,15,3,2,000000000067001143,1,.
924,15,3,2,SSW0N28641,2,1
925,15,3,2,PROC10338,2,2
926,15,3,2,SSW0L97271,2,4
927,16,3,1,SSW0G42871,1,.
928,16,3,1,SSW0G44836,1,.
929,16,3,1,SSW0G44953,1,.
930,16,3,1,SSW0P20662,1,.
931,16,3,1,SSW0G44351,1,.
932,16,3,1,SSW0G44585,2,1
933,16,3,1,SL60K75022,1,.
934,16,3,1,cdb_49000017,1,.
935,16,3,1,SD50H32746,1,.
936,16,3,1,PROC13209,2,4
937,16,3,1,000000000031045549,1,.
938,16,3,1,PROC7320,1,.
939,16,3,1,SPP0H55681,1,.
940,16,3,1,PROC7109,1,.
941,16,3,1,PROC7033,1,.
942,16,3,1,000000000031028400,2,5
943,16,3,1,cdb_04000018,2,2
944,16,3,1,000000000031501056,2,2
945,16,3,1,SPP0G54625,2,4
946,16,3,1,PROC9107,1,.
947,16,3,1,SPP0G99675,2,5
948,16,3,1,SSW0K51935,2,4
949,16,3,1,PROC3410,1,.
950,16,3,1,SPP0K08480,1,.
951,16,3,1,SPP0H55681,1,.
952,16,3,1,SPP0H55684,2,2
953,16,3,1,000000000067001143,1,.
954,16,3,1,SSW0N28641,2,1
955,16,3,1,PROC10338,2,2
956,16,3,1,SSW0L97271,2,4
957,21,3,3,SSW0G42871,1,.
958,21,3,3,SSW0G44836,1,.
959,21,3,3,SSW0G44953,1,.
960,21,3,3,SSW0P20662,1,.
961,21,3,3,SSW0G44351,1,.
962,21,3,3,SSW0G44585,2,1
963,21,3,3,SL60K75022,1,.
964,21,3,3,cdb_49000017,1,.
965,21,3,3,SD50H32746,1,.
966,21,3,3,PROC13209,2,4
967,21,3,3,000000000031045549,1,.
968,21,3,3,PROC7320,1,.
969,21,3,3,SPP0H55681,1,.
970,21,3,3,PROC7109,1,.
971,21,3,3,PROC7033,1,.
972,21,3,3,000000000031028400,2,5
973,21,3,3,cdb_04000018,2,2
974,21,3,3,000000000031501056,2,2
975,21,3,3,SPP0G54625,2,4
976,21,3,3,PROC9107,1,.
977,21,3,3,SPP0G99675,2,5
978,21,3,3,SSW0K51935,2,4
979,21,3,3,PROC3410,1,.
980,21,3,3,SPP0K08480,1,.
981,21,3,3,SPP0H55681,1,.
982,21,3,3,SPP0H55684,2,2
983,21,3,3,000000000067001143,1,.
984,21,3,3,SSW0N28641,2,1
985,21,3,3,PROC10338,2,2
986,21,3,3,SSW0L97271,2,4
987,27,3,1,SSW0G42871,1,.
988,27,3,1,SSW0G44836,1,.
989,27,3,1,SSW0G44953,1,.
990,27,3,1,SSW0P20662,1,.
991,27,3,1,SSW0G44351,1,.
992,27,3,1,SSW0G44585,2,1
993,27,3,1,SL60K75022,1,.
994,27,3,1,cdb_49000017,1,.
995,27,3,1,SD50H32746,1,.
996,27,3,1,PROC13209,2,4
997,27,3,1,000000000031045549,1,.
998,27,3,1,PROC7320,1,.
999,27,3,1,SPP0H55681,1,.
1000,27,3,1,PROC7109,1,.
1001,27,3,1,PROC7033,1,.
1002,27,3,1,000000000031028400,2,5
1003,27,3,1,cdb_04000018,2,2
1004,27,3,1,000000000031501056,2,2
1005,27,3,1,SPP0G54625,2,4
1006,27,3,1,PROC9107,1,.
1007,27,3,1,SPP0G99675,2,5
1008,27,3,1,SSW0K51935,2,4
1009,27,3,1,PROC3410,1,.
1010,27,3,1,SPP0K08480,1,.
1011,27,3,1,SPP0H55681,1,.
1012,27,3,1,SPP0H55684,2,2
1013,27,3,1,000000000067001143,1,.
1014,27,3,1,SSW0N28641,2,1
1015,27,3,1,PROC10338,2,2
1016,27,3,1,SSW0L97271,2,4
1017,36,3,2,SSW0G42871,1,.
1018,36,3,2,SSW0G44836,1,.
1019,36,3,2,SSW0G44953,1,.
1020,36,3,2,SSW0P20662,1,.
1021,36,3,2,SSW0G44351,1,.
1022,36,3,2,SSW0G44585,2,1
1023,36,3,2,SL60K75022,1,.
1024,36,3,2,cdb_49000017,1,.
1025,36,3,2,SD50H32746,1,.
1026,36,3,2,PROC13209,2,4
1027,36,3,2,000000000031045549,1,.
1028,36,3,2,PROC7320,1,.
1029,36,3,2,SPP0H55681,1,.
1030,36,3,2,PROC7109,1,.
1031,36,3,2,PROC7033,1,.
1032,36,3,2,000000000031028400,2,5
1033,36,3,2,cdb_04000018,2,2
1034,36,3,2,000000000031501056,2,2
1035,36,3,2,SPP0G54625,2,4
1036,36,3,2,PROC9107,1,.
1037,36,3,2,SPP0G99675,2,5
1038,36,3,2,SSW0K51935,2,4
1039,36,3,2,PROC3410,1,.
1040,36,3,2,SPP0K08480,1,.
1041,36,3,2,SPP0H55681,1,.
1042,36,3,2,SPP0H55684,2,2
1043,36,3,2,000000000067001143,1,.
1044,36,3,2,SSW0N28641,2,1
1045,36,3,2,PROC10338,2,2
1046,36,3,2,SSW0L97271,2,4
1047,62,3,2,SSW0G42871,1,.
1048,62,3,2,SSW0G44836,1,.
1049,62,3,2,SSW0G44953,1,.
1050,62,3,2,SSW0P20662,1,.
1051,62,3,2,SSW0G44351,1,.
1052,62,3,2,SSW0G44585,2,1
1053,62,3,2,SL60K75022,1,.
1054,62,3,2,cdb_49000017,1,.
1055,62,3,2,SD50H32746,1,.
1056,62,3,2,PROC13209,2,4
1057,62,3,2,000000000031045549,1,.
1058,62,3,2,PROC7320,1,.
1059,62,3,2,SPP0H55681,1,.
1060,62,3,2,PROC7109,1,.
1061,62,3,2,PROC7033,1,.
1062,62,3,2,000000000031028400,2,5
1063,62,3,2,cdb_04000018,2,2
1064,62,3,2,000000000031501056,2,2
1065,62,3,2,SPP0G54625,2,4
1066,62,3,2,PROC9107,1,.
1067,62,3,2,SPP0G99675,2,5
1068,62,3,2,SSW0K51935,2,4
1069,62,3,2,PROC3410,1,.
1070,62,3,2,SPP0K08480,1,.
1071,62,3,2,SPP0H55681,1,.
1072,62,3,2,SPP0H55684,2,2
1073,62,3,2,000000000067001143,1,.
1074,62,3,2,SSW0N28641,2,1
1075,62,3,2,PROC10338,2,2
1076,62,3,2,SSW0L97271,2,4
1077,68,3,3,SSW0G42871,1,.
1078,68,3,3,SSW0G44836,1,.
1079,68,3,3,SSW0G44953,1,.
1080,68,3,3,SSW0P20662,1,.
1081,68,3,3,SSW0G44351,1,.
1082,68,3,3,SSW0G44585,2,1
1083,68,3,3,SL60K75022,1,.
1084,68,3,3,cdb_49000017,1,.
1085,68,3,3,SD50H32746,1,.
1086,68,3,3,PROC13209,2,4
1087,68,3,3,000000000031045549,1,.
1088,68,3,3,PROC7320,1,.
1089,68,3,3,SPP0H55681,1,.
1090,68,3,3,PROC7109,1,.
1091,68,3,3,PROC7033,1,.
1092,68,3,3,000000000031028400,2,5
1093,68,3,3,cdb_04000018,2,2
1094,68,3,3,000000000031501056,2,2
1095,68,3,3,SPP0G54625,2,4
1096,68,3,3,PROC9107,1,.
1097,68,3,3,SPP0G99675,2,5
1098,68,3,3,SSW0K51935,2,4
1099,68,3,3,PROC3410,1,.
1100,68,3,3,SPP0K08480,1,.
1101,68,3,3,SPP0H55681,1,.
1102,68,3,3,SPP0H55684,2,2
1103,68,3,3,000000000067001143,1,.
1104,68,3,3,SSW0N28641,2,1
1105,68,3,3,PROC10338,2,2
1106,68,3,3,SSW0L97271,2,4
1107,69,3,1,SSW0G42871,1,.
1108,69,3,1,SSW0G44836,1,.
1109,69,3,1,SSW0G44953,1,.
1110,69,3,1,SSW0P20662,1,.
1111,69,3,1,SSW0G44351,1,.
1112,69,3,1,SSW0G44585,2,1
1113,69,3,1,SL60K75022,1,.
1114,69,3,1,cdb_49000017,1,.
1115,69,3,1,SD50H32746,1,.
1116,69,3,1,PROC13209,2,4
1117,69,3,1,000000000031045549,1,.
1118,69,3,1,PROC7320,1,.
1119,69,3,1,SPP0H55681,1,.
1120,69,3,1,PROC7109,1,.
1121,69,3,1,PROC7033,1,.
1122,69,3,1,000000000031028400,2,5
1123,69,3,1,cdb_04000018,2,2
1124,69,3,1,000000000031501056,2,2
1125,69,3,1,SPP0G54625,2,4
1126,69,3,1,PROC9107,1,.
1127,69,3,1,SPP0G99675,2,5
1128,69,3,1,SSW0K51935,2,4
1129,69,3,1,PROC3410,1,.
1130,69,3,1,SPP0K08480,1,.
1131,69,3,1,SPP0H55681,1,.
1132,69,3,1,SPP0H55684,2,2
1133,69,3,1,000000000067001143,1,.
1134,69,3,1,SSW0N28641,2,1
1135,69,3,1,PROC10338,2,2
1136,69,3,1,SSW0L97271,2,4
1137,70,3,2,SSW0G42871,1,.
1138,70,3,2,SSW0G44836,1,.
1139,70,3,2,SSW0G44953,1,.
1140,70,3,2,SSW0P20662,1,.
1141,70,3,2,SSW0G44351,1,.
1142,70,3,2,SSW0G44585,2,1
1143,70,3,2,SL60K75022,1,.
1144,70,3,2,cdb_49000017,1,.
1145,70,3,2,SD50H32746,1,.
1146,70,3,2,PROC13209,2,4
1147,70,3,2,000000000031045549,1,.
1148,70,3,2,PROC7320,1,.
1149,70,3,2,SPP0H55681,1,.
1150,70,3,2,PROC7109,1,.
1151,70,3,2,PROC7033,1,.
1152,70,3,2,000000000031028400,2,5
1153,70,3,2,cdb_04000018,2,2
1154,70,3,2,000000000031501056,2,2
1155,70,3,2,SPP0G54625,2,4
1156,70,3,2,PROC9107,1,.
1157,70,3,2,SPP0G99675,2,5
1158,70,3,2,SSW0K51935,2,4
1159,70,3,2,PROC3410,1,.
1160,70,3,2,SPP0K08480,1,.
1161,70,3,2,SPP0H55681,1,.
1162,70,3,2,SPP0H55684,2,2
1163,70,3,2,000000000067001143,1,.
1164,70,3,2,SSW0N28641,2,1
1165,70,3,2,PROC10338,2,2
1166,70,3,2,SSW0L97271,2,4
1167,72,3,1,SSW0G42871,1,.
1168,72,3,1,SSW0G44836,1,.
1169,72,3,1,SSW0G44953,1,.
1170,72,3,1,SSW0P20662,1,.
1171,72,3,1,SSW0G44351,1,.
1172,72,3,1,SSW0G44585,2,1
1173,72,3,1,SL60K75022,1,.
1174,72,3,1,cdb_49000017,1,.
1175,72,3,1,SD50H32746,1,.
1176,72,3,1,PROC13209,2,4
1177,72,3,1,000000000031045549,1,.
1178,72,3,1,PROC7320,1,.
1179,72,3,1,SPP0H55681,1,.
1180,72,3,1,PROC7109,1,.
1181,72,3,1,PROC7033,1,.
1182,72,3,1,000000000031028400,2,5
1183,72,3,1,cdb_04000018,2,2
1184,72,3,1,000000000031501056,2,2
1185,72,3,1,SPP0G54625,2,4
1186,72,3,1,PROC9107,1,.
1187,72,3,1,SPP0G99675,2,5
1188,72,3,1,SSW0K51935,2,4
1189,72,3,1,PROC3410,1,.
1190,72,3,1,SPP0K08480,1,.
1191,72,3,1,SPP0H55681,1,.
1192,72,3,1,SPP0H55684,2,2
1193,72,3,1,000000000067001143,1,.
1194,72,3,1,SSW0N28641,2,1
1195,72,3,1,PROC10338,2,2
1196,72,3,1,SSW0L97271,2,4
1197,83,3,1,SSW0G42871,1,.
1198,83,3,1,SSW0G44836,1,.
1199,83,3,1,SSW0G44953,1,.
1200,83,3,1,SSW0P20662,1,.
1201,83,3,1,SSW0G44351,1,.
1202,83,3,1,SSW0G44585,2,1
1203,83,3,1,SL60K75022,1,.
1204,83,3,1,cdb_49000017,1,.
1205,83,3,1,SD50H32746,1,.
1206,83,3,1,PROC13209,2,4
1207,83,3,1,000000000031045549,1,.
1208,83,3,1,PROC7320,1,.
1209,83,3,1,SPP0H55681,1,.
1210,83,3,1,PROC7109,1,.
1211,83,3,1,PROC7033,1,.
1212,83,3,1,000000000031028400,2,5
1213,83,3,1,cdb_04000018,2,2
1214,83,3,1,000000000031501056,2,2
1215,83,3,1,SPP0G54625,2,4
1216,83,3,1,PROC9107,1,.
1217,83,3,1,SPP0G99675,2,5
1218,83,3,1,SSW0K51935,2,4
1219,83,3,1,PROC3410,1,.
1220,83,3,1,SPP0K08480,1,.
1221,83,3,1,SPP0H55681,1,.
1222,83,3,1,SPP0H55684,2,2
1223,83,3,1,000000000067001143,1,.
1224,83,3,1,SSW0N28641,2,1
1225,83,3,1,PROC10338,2,2
1226,83,3,1,SSW0L97271,2,4
1227,86,3,2,SSW0G42871,1,.
1228,86,3,2,SSW0G44836,1,.
1229,86,3,2,SSW0G44953,1,.
1230,86,3,2,SSW0P20662,1,.
1231,86,3,2,SSW0G44351,1,.
1232,86,3,2,SSW0G44585,2,1
1233,86,3,2,SL60K75022,1,.
1234,86,3,2,cdb_49000017,1,.
1235,86,3,2,SD50H32746,1,.
1236,86,3,2,PROC13209,2,4
1237,86,3,2,000000000031045549,1,.
1238,86,3,2,PROC7320,1,.
1239,86,3,2,SPP0H55681,1,.
1240,86,3,2,PROC7109,1,.
1241,86,3,2,PROC7033,1,.
1242,86,3,2,000000000031028400,2,5
1243,86,3,2,cdb_04000018,2,2
1244,86,3,2,000000000031501056,2,2
1245,86,3,2,SPP0G54625,2,4
1246,86,3,2,PROC9107,1,.
1247,86,3,2,SPP0G99675,2,5
1248,86,3,2,SSW0K51935,2,4
1249,86,3,2,PROC3410,1,.
1250,86,3,2,SPP0K08480,1,.
1251,86,3,2,SPP0H55681,1,.
1252,86,3,2,SPP0H55684,2,2
1253,86,3,2,000000000067001143,1,.
1254,86,3,2,SSW0N28641,2,1
1255,86,3,2,PROC10338,2,2
1256,86,3,2,SSW0L97271,2,4
1257,91,3,2,SSW0G42871,1,.
1258,91,3,2,SSW0G44836,1,.
1259,91,3,2,SSW0G44953,1,.
1260,91,3,2,SSW0P20662,1,.
1261,91,3,2,SSW0G44351,1,.
1262,91,3,2,SSW0G44585,2,1
1263,91,3,2,SL60K75022,1,.
1264,91,3,2,cdb_49000017,1,.
1265,91,3,2,SD50H32746,1,.
1266,91,3,2,PROC13209,2,4
1267,91,3,2,000000000031045549,1,.
1268,91,3,2,PROC7320,1,.
1269,91,3,2,SPP0H55681,1,.
1270,91,3,2,PROC7109,1,.
1271,91,3,2,PROC7033,1,.
1272,91,3,2,000000000031028400,2,5
1273,91,3,2,cdb_04000018,2,2
1274,91,3,2,000000000031501056,2,2
1275,91,3,2,SPP0G54625,2,4
1276,91,3,2,PROC9107,1,.
1277,91,3,2,SPP0G99675,2,5
1278,91,3,2,SSW0K51935,2,4
1279,91,3,2,PROC3410,1,.
1280,91,3,2,SPP0K08480,1,.
1281,91,3,2,SPP0H55681,1,.
1282,91,3,2,SPP0H55684,2,2
1283,91,3,2,000000000067001143,1,.
1284,91,3,2,SSW0N28641,2,1
1285,91,3,2,PROC10338,2,2
1286,91,3,2,SSW0L97271,2,4
1287,95,3,1,SSW0G42871,1,.
1288,95,3,1,SSW0G44836,1,.
1289,95,3,1,SSW0G44953,1,.
1290,95,3,1,SSW0P20662,1,.
1291,95,3,1,SSW0G44351,1,.
1292,95,3,1,SSW0G44585,2,1
1293,95,3,1,SL60K75022,1,.
1294,95,3,1,cdb_49000017,1,.
1295,95,3,1,SD50H32746,1,.
1296,95,3,1,PROC13209,2,4
1297,95,3,1,000000000031045549,1,.
1298,95,3,1,PROC7320,1,.
1299,95,3,1,SPP0H55681,1,.
1300,95,3,1,PROC7109,1,.
1301,95,3,1,PROC7033,1,.
1302,95,3,1,000000000031028400,2,5
1303,95,3,1,cdb_04000018,2,2
1304,95,3,1,000000000031501056,2,2
1305,95,3,1,SPP0G54625,2,4
1306,95,3,1,PROC9107,1,.
1307,95,3,1,SPP0G99675,2,5
1308,95,3,1,SSW0K51935,2,4
1309,95,3,1,PROC3410,1,.
1310,95,3,1,SPP0K08480,1,.
1311,95,3,1,SPP0H55681,1,.
1312,95,3,1,SPP0H55684,2,2
1313,95,3,1,000000000067001143,1,.
1314,95,3,1,SSW0N28641,2,1
1315,95,3,1,PROC10338,2,2
1316,95,3,1,SSW0L97271,2,4
1317,96,3,3,SSW0G42871,1,.
1318,96,3,3,SSW0G44836,1,.
1319,96,3,3,SSW0G44953,1,.
1320,96,3,3,SSW0P20662,1,.
1321,96,3,3,SSW0G44351,1,.
1322,96,3,3,SSW0G44585,2,1
1323,96,3,3,SL60K75022,1,.
1324,96,3,3,cdb_49000017,1,.
1325,96,3,3,SD50H32746,1,.
1326,96,3,3,PROC13209,2,4
1327,96,3,3,000000000031045549,1,.
1328,96,3,3,PROC7320,1,.
1329,96,3,3,SPP0H55681,1,.
1330,96,3,3,PROC7109,1,.
1331,96,3,3,PROC7033,1,.
1332,96,3,3,000000000031028400,2,5
1333,96,3,3,cdb_04000018,2,2
1334,96,3,3,000000000031501056,2,2
1335,96,3,3,SPP0G54625,2,4
1336,96,3,3,PROC9107,1,.
1337,96,3,3,SPP0G99675,2,5
1338,96,3,3,SSW0K51935,2,4
1339,96,3,3,PROC3410,1,.
1340,96,3,3,SPP0K08480,1,.
1341,96,3,3,SPP0H55681,1,.
1342,96,3,3,SPP0H55684,2,2
1343,96,3,3,000000000067001143,1,.
1344,96,3,3,SSW0N28641,2,1
1345,96,3,3,PROC10338,2,2
1346,96,3,3,SSW0L97271,2,4
1347,3,2,4,000000000000011977,1,.
1348,3,2,4,SSW0G44678,1,.
1349,3,2,4,SSW0F63159,2,1
1350,3,2,4,SSW0G42868,1,.
1351,3,2,4,SSW0G44017,1,.
1352,3,2,4,SSW0L47695,2,4
1353,3,2,4,000000000031042062,1,.
1354,3,2,4,cdb_50000007,2,5
1355,3,2,4,cdb_47000131,1,.
1356,3,2,4,PROC10001,1,.
1357,3,2,4,PROC13101,1,.
1358,3,2,4,000000000031034774,2,4
1359,3,2,4,000000000031503243,2,3
1360,3,2,4,000000000031503244,2,5
1361,3,2,4,PROC11611,2,1
1362,3,2,4,PROC8211,1,.
1363,3,2,4,PROC8214,2,5
1364,3,2,4,SPP0J33247,1,.
1365,3,2,4,PROC8345,1,.
1366,3,2,4,SM20H54472,1,.
1367,3,2,4,000000000031503455,2,5
1368,3,2,4,000000000031503456,2,3
1369,3,2,4,SPP0J33159,2,3
1370,3,2,4,SPP0M26744,1,.
1371,3,2,4,PROC11106,1,.
1372,3,2,4,PROC10958,1,.
1373,3,2,4,SSW0Q44609,2,1
1374,3,2,4,PROC10219,1,.
1375,3,2,4,PROC10938,2,3
1376,9,2,2,000000000000011977,1,.
1377,9,2,2,SSW0G44678,1,.
1378,9,2,2,SSW0F63159,2,1
1379,9,2,2,SSW0G42868,1,.
1380,9,2,2,SSW0G44017,1,.
1381,9,2,2,SSW0L47695,2,4
1382,9,2,2,000000000031042062,1,.
1383,9,2,2,cdb_50000007,2,5
1384,9,2,2,cdb_47000131,1,.
1385,9,2,2,PROC10001,1,.
1386,9,2,2,PROC13101,1,.
1387,9,2,2,000000000031034774,2,4
1388,9,2,2,000000000031503243,2,3
1389,9,2,2,000000000031503244,2,5
1390,9,2,2,PROC11611,2,1
1391,9,2,2,PROC8211,1,.
1392,9,2,2,PROC8214,2,5
1393,9,2,2,SPP0J33247,1,.
1394,9,2,2,PROC8345,1,.
1395,9,2,2,SM20H54472,1,.
1396,9,2,2,000000000031503455,2,5
1397,9,2,2,000000000031503456,2,3
1398,9,2,2,SPP0J33159,2,3
1399,9,2,2,SPP0M26744,1,.
1400,9,2,2,PROC11106,1,.
1401,9,2,2,PROC10958,1,.
1402,9,2,2,SSW0Q44609,2,1
1403,9,2,2,PROC10219,1,.
1404,9,2,2,PROC10938,2,3
1405,14,2,3,000000000000011977,1,.
1406,14,2,3,SSW0G44678,1,.
1407,14,2,3,SSW0F63159,2,1
1408,14,2,3,SSW0G42868,1,.
1409,14,2,3,SSW0G44017,1,.
1410,14,2,3,SSW0L47695,2,4
1411,14,2,3,000000000031042062,1,.
1412,14,2,3,cdb_50000007,2,5
1413,14,2,3,cdb_47000131,1,.
1414,14,2,3,PROC10001,1,.
1415,14,2,3,PROC13101,1,.
1416,14,2,3,000000000031034774,2,4
1417,14,2,3,000000000031503243,2,3
1418,14,2,3,000000000031503244,2,5
1419,14,2,3,PROC11611,2,1
1420,14,2,3,PROC8211,1,.
1421,14,2,3,PROC8214,2,5
1422,14,2,3,SPP0J33247,1,.
1423,14,2,3,PROC8345,1,.
1424,14,2,3,SM20H54472,1,.
1425,14,2,3,000000000031503455,2,5
1426,14,2,3,000000000031503456,2,3
1427,14,2,3,SPP0J33159,2,3
1428,14,2,3,SPP0M26744,1,.
