,Order Number,Finished Good,Order Size,Item_Number,Quantity,Shared_parts
2126,31,4,48,000000000031034561,1,.
2127,31,4,48,PROC3726,1,.
2128,31,4,48,000000000031502214,1,.
2129,31,4,48,SDM0K33193,1,.
2130,31,4,48,SM20H54473,2,3
2131,31,4,48,PROC7704,2,3
2132,31,4,48,000000000031503454,2,1
2133,31,4,48,PROC9321,2,1
2134,31,4,48,SP10K29485,1,.
2135,31,4,48,PROC11104,1,.
2136,31,4,48,PROC3420,2,3
2137,31,4,48,cdb_49000017,2,5
2138,31,4,48,SPP0M26744,2,5
2139,31,4,48,PROC14102,2,2
2140,31,4,48,PROC13209,1,.
2141,31,4,48,PROC10209,1,.
2142,31,4,48,SSW0N29422,1,.
2143,31,4,48,PROC12801,2,5
2144,31,4,48,SL10F25678,1,.
2145,31,4,48,SSW0Q43526,1,.
2146,33,4,3,SSW0F82867,1,.
2147,33,4,3,SSW0F75749,2,3
2148,33,4,3,SSW0G45194,1,.
2149,33,4,3,000000000031045653,1,.
2150,33,4,3,SSW0G44390,1,.
2151,33,4,3,SSW0G44671,1,.
2152,33,4,3,SSW0K51131,2,3
2153,33,4,3,000000000031038890,1,.
2154,33,4,3,PROC3420,2,1
2155,33,4,3,PROC6914,1,.
2156,33,4,3,PROC9321,2,2
2157,33,4,3,PROC12008,1,.
2158,33,4,3,SD50H32650,1,.
2159,33,4,3,PROC14101,2,3
2160,33,4,3,000000000031034561,1,.
2161,33,4,3,PROC3726,1,.
2162,33,4,3,000000000031502214,1,.
2163,33,4,3,SDM0K33193,1,.
2164,33,4,3,SM20H54473,2,3
2165,33,4,3,PROC7704,2,3
2166,33,4,3,000000000031503454,2,1
2167,33,4,3,PROC9321,2,1
2168,33,4,3,SP10K29485,1,.
2169,33,4,3,PROC11104,1,.
2170,33,4,3,PROC3420,2,3
2171,33,4,3,cdb_49000017,2,5
2172,33,4,3,SPP0M26744,2,5
2173,33,4,3,PROC14102,2,2
2174,33,4,3,PROC13209,1,.
2175,33,4,3,PROC10209,1,.
2176,33,4,3,SSW0N29422,1,.
2177,33,4,3,PROC12801,2,5
2178,33,4,3,SL10F25678,1,.
2179,33,4,3,SSW0Q43526,1,.
2180,38,4,2,SSW0F82867,1,.
2181,38,4,2,SSW0F75749,2,3
2182,38,4,2,SSW0G45194,1,.
2183,38,4,2,000000000031045653,1,.
2184,38,4,2,SSW0G44390,1,.
2185,38,4,2,SSW0G44671,1,.
2186,38,4,2,SSW0K51131,2,3
2187,38,4,2,000000000031038890,1,.
2188,38,4,2,PROC3420,2,1
2189,38,4,2,PROC6914,1,.
2190,38,4,2,PROC9321,2,2
2191,38,4,2,PROC12008,1,.
2192,38,4,2,SD50H32650,1,.
2193,38,4,2,PROC14101,2,3
2194,38,4,2,000000000031034561,1,.
2195,38,4,2,PROC3726,1,.
2196,38,4,2,000000000031502214,1,.
2197,38,4,2,SDM0K33193,1,.
2198,38,4,2,SM20H54473,2,3
2199,38,4,2,PROC7704,2,3
2200,38,4,2,000000000031503454,2,1
2201,38,4,2,PROC9321,2,1
2202,38,4,2,SP10K29485,1,.
2203,38,4,2,PROC11104,1,.
2204,38,4,2,PROC3420,2,3
2205,38,4,2,cdb_49000017,2,5
2206,38,4,2,SPP0M26744,2,5
2207,38,4,2,PROC14102,2,2
2208,38,4,2,PROC13209,1,.
2209,38,4,2,PROC10209,1,.
2210,38,4,2,SSW0N29422,1,.
2211,38,4,2,PROC12801,2,5
2212,38,4,2,SL10F25678,1,.
2213,38,4,2,SSW0Q43526,1,.
2214,39,4,3,SSW0F82867,1,.
2215,39,4,3,SSW0F75749,2,3
2216,39,4,3,SSW0G45194,1,.
2217,39,4,3,000000000031045653,1,.
2218,39,4,3,SSW0G44390,1,.
2219,39,4,3,SSW0G44671,1,.
2220,39,4,3,SSW0K51131,2,3
2221,39,4,3,000000000031038890,1,.
2222,39,4,3,PROC3420,2,1
2223,39,4,3,PROC6914,1,.
2224,39,4,3,PROC9321,2,2
2225,39,4,3,PROC12008,1,.
2226,39,4,3,SD50H32650,1,.
2227,39,4,3,PROC14101,2,3
2228,39,4,3,000000000031034561,1,.
2229,39,4,3,PROC3726,1,.
2230,39,4,3,000000000031502214,1,.
2231,39,4,3,SDM0K33193,1,.
2232,39,4,3,SM20H54473,2,3
2233,39,4,3,PROC7704,2,3
2234,39,4,3,000000000031503454,2,1
2235,39,4,3,PROC9321,2,1
2236,39,4,3,SP10K29485,1,.
2237,39,4,3,PROC11104,1,.
2238,39,4,3,PROC3420,2,3
2239,39,4,3,cdb_49000017,2,5
2240,39,4,3,SPP0M26744,2,5
2241,39,4,3,PROC14102,2,2
2242,39,4,3,PROC13209,1,.
2243,39,4,3,PROC10209,1,.
2244,39,4,3,SSW0N29422,1,.
2245,39,4,3,PROC12801,2,5
2246,39,4,3,SL10F25678,1,.
2247,39,4,3,SSW0Q43526,1,.
2248,44,4,3,SSW0F82867,1,.
2249,44,4,3,SSW0F75749,2,3
2250,44,4,3,SSW0G45194,1,.
2251,44,4,3,000000000031045653,1,.
2252,44,4,3,SSW0G44390,1,.
2253,44,4,3,SSW0G44671,1,.
2254,44,4,3,SSW0K51131,2,3
2255,44,4,3,000000000031038890,1,.
2256,44,4,3,PROC3420,2,1
2257,44,4,3,PROC6914,1,.
2258,44,4,3,PROC9321,2,2
2259,44,4,3,PROC12008,1,.
2260,44,4,3,SD50H32650,1,.
2261,44,4,3,PROC14101,2,3
2262,44,4,3,000000000031034561,1,.
2263,44,4,3,PROC3726,1,.
2264,44,4,3,000000000031502214,1,.
2265,44,4,3,SDM0K33193,1,.
2266,44,4,3,SM20H54473,2,3
2267,44,4,3,PROC7704,2,3
2268,44,4,3,000000000031503454,2,1
2269,44,4,3,PROC9321,2,1
2270,44,4,3,SP10K29485,1,.
2271,44,4,3,PROC11104,1,.
2272,44,4,3,PROC3420,2,3
2273,44,4,3,cdb_49000017,2,5
2274,44,4,3,SPP0M26744,2,5
2275,44,4,3,PROC14102,2,2
2276,44,4,3,PROC13209,1,.
2277,44,4,3,PROC10209,1,.
2278,44,4,3,SSW0N29422,1,.
2279,44,4,3,PROC12801,2,5
2280,44,4,3,SL10F25678,1,.
2281,44,4,3,SSW0Q43526,1,.
2282,65,4,3,SSW0F82867,1,.
2283,65,4,3,SSW0F75749,2,3
2284,65,4,3,SSW0G45194,1,.
2285,65,4,3,000000000031045653,1,.
2286,65,4,3,SSW0G44390,1,.
2287,65,4,3,SSW0G44671,1,.
2288,65,4,3,SSW0K51131,2,3
2289,65,4,3,000000000031038890,1,.
2290,65,4,3,PROC3420,2,1
2291,65,4,3,PROC6914,1,.
2292,65,4,3,PROC9321,2,2
2293,65,4,3,PROC12008,1,.
2294,65,4,3,SD50H32650,1,.
2295,65,4,3,PROC14101,2,3
2296,65,4,3,000000000031034561,1,.
2297,65,4,3,PROC3726,1,.
2298,65,4,3,000000000031502214,1,.
2299,65,4,3,SDM0K33193,1,.
2300,65,4,3,SM20H54473,2,3
2301,65,4,3,PROC7704,2,3
2302,65,4,3,000000000031503454,2,1
2303,65,4,3,PROC9321,2,1
2304,65,4,3,SP10K29485,1,.
2305,65,4,3,PROC11104,1,.
2306,65,4,3,PROC3420,2,3
2307,65,4,3,cdb_49000017,2,5
2308,65,4,3,SPP0M26744,2,5
2309,65,4,3,PROC14102,2,2
2310,65,4,3,PROC13209,1,.
2311,65,4,3,PROC10209,1,.
2312,65,4,3,SSW0N29422,1,.
2313,65,4,3,PROC12801,2,5
2314,65,4,3,SL10F25678,1,.
2315,65,4,3,SSW0Q43526,1,.
2316,71,4,2,SSW0F82867,1,.
2317,71,4,2,SSW0F75749,2,3
2318,71,4,2,SSW0G45194,1,.
2319,71,4,2,000000000031045653,1,.
2320,71,4,2,SSW0G44390,1,.
2321,71,4,2,SSW0G44671,1,.
2322,71,4,2,SSW0K51131,2,3
2323,71,4,2,000000000031038890,1,.
2324,71,4,2,PROC3420,2,1
2325,71,4,2,PROC6914,1,.
2326,71,4,2,PROC9321,2,2
2327,71,4,2,PROC12008,1,.
2328,71,4,2,SD50H32650,1,.
2329,71,4,2,PROC14101,2,3
2330,71,4,2,000000000031034561,1,.
2331,71,4,2,PROC3726,1,.
2332,71,4,2,000000000031502214,1,.
2333,71,4,2,SDM0K33193,1,.
2334,71,4,2,SM20H54473,2,3
2335,71,4,2,PROC7704,2,3
2336,71,4,2,000000000031503454,2,1
2337,71,4,2,PROC9321,2,1
2338,71,4,2,SP10K29485,1,.
2339,71,4,2,PROC11104,1,.
2340,71,4,2,PROC3420,2,3
2341,71,4,2,cdb_49000017,2,5
2342,71,4,2,SPP0M26744,2,5
2343,71,4,2,PROC14102,2,2
2344,71,4,2,PROC13209,1,.
2345,71,4,2,PROC10209,1,.
2346,71,4,2,SSW0N29422,1,.
2347,71,4,2,PROC12801,2,5
2348,71,4,2,SL10F25678,1,.
2349,71,4,2,SSW0Q43526,1,.
2350,73,4,3,SSW0F82867,1,.
2351,73,4,3,SSW0F75749,2,3
2352,73,4,3,SSW0G45194,1,.
2353,73,4,3,000000000031045653,1,.
2354,73,4,3,SSW0G44390,1,.
2355,73,4,3,SSW0G44671,1,.
2356,73,4,3,SSW0K51131,2,3
2357,73,4,3,000000000031038890,1,.
2358,73,4,3,PROC3420,2,1
2359,73,4,3,PROC6914,1,.
2360,73,4,3,PROC9321,2,2
2361,73,4,3,PROC12008,1,.
2362,73,4,3,SD50H32650,1,.
2363,73,4,3,PROC14101,2,3
2364,73,4,3,000000000031034561,1,.
2365,73,4,3,PROC3726,1,.
2366,73,4,3,000000000031502214,1,.
2367,73,4,3,SDM0K33193,1,.
2368,73,4,3,SM20H54473,2,3
2369,73,4,3,PROC7704,2,3
2370,73,4,3,000000000031503454,2,1
2371,73,4,3,PROC9321,2,1
2372,73,4,3,SP10K29485,1,.
2373,73,4,3,PROC11104,1,.
2374,73,4,3,PROC3420,2,3
2375,73,4,3,cdb_49000017,2,5
2376,73,4,3,SPP0M26744,2,5
2377,73,4,3,PROC14102,2,2
2378,73,4,3,PROC13209,1,.
2379,73,4,3,PROC10209,1,.
2380,73,4,3,SSW0N29422,1,.
2381,73,4,3,PROC12801,2,5
2382,73,4,3,SL10F25678,1,.
2383,73,4,3,SSW0Q43526,1,.
2384,74,4,4,SSW0F82867,1,.
2385,74,4,4,SSW0F75749,2,3
2386,74,4,4,SSW0G45194,1,.
2387,74,4,4,000000000031045653,1,.
2388,74,4,4,SSW0G44390,1,.
2389,74,4,4,SSW0G44671,1,.
2390,74,4,4,SSW0K51131,2,3
2391,74,4,4,000000000031038890,1,.
2392,74,4,4,PROC3420,2,1
2393,74,4,4,PROC6914,1,.
2394,74,4,4,PROC9321,2,2
2395,74,4,4,PROC12008,1,.
2396,74,4,4,SD50H32650,1,.
2397,74,4,4,PROC14101,2,3
2398,74,4,4,000000000031034561,1,.
2399,74,4,4,PROC3726,1,.
2400,74,4,4,000000000031502214,1,.
2401,74,4,4,SDM0K33193,1,.
2402,74,4,4,SM20H54473,2,3
2403,74,4,4,PROC7704,2,3
2404,74,4,4,000000000031503454,2,1
2405,74,4,4,PROC9321,2,1
2406,74,4,4,SP10K29485,1,.
2407,74,4,4,PROC11104,1,.
2408,74,4,4,PROC3420,2,3
2409,74,4,4,cdb_49000017,2,5
2410,74,4,4,SPP0M26744,2,5
2411,74,4,4,PROC14102,2,2
2412,74,4,4,PROC13209,1,.
2413,74,4,4,PROC10209,1,.
2414,74,4,4,SSW0N29422,1,.
2415,74,4,4,PROC12801,2,5
2416,74,4,4,SL10F25678,1,.
2417,74,4,4,SSW0Q43526,1,.
2418,76,4,1,SSW0F82867,1,.
2419,76,4,1,SSW0F75749,2,3
2420,76,4,1,SSW0G45194,1,.
2421,76,4,1,000000000031045653,1,.
2422,76,4,1,SSW0G44390,1,.
2423,76,4,1,SSW0G44671,1,.
2424,76,4,1,SSW0K51131,2,3
2425,76,4,1,000000000031038890,1,.
2426,76,4,1,PROC3420,2,1
2427,76,4,1,PROC6914,1,.
2428,76,4,1,PROC9321,2,2
2429,76,4,1,PROC12008,1,.
2430,76,4,1,SD50H32650,1,.
2431,76,4,1,PROC14101,2,3
2432,76,4,1,000000000031034561,1,.
2433,76,4,1,PROC3726,1,.
2434,76,4,1,000000000031502214,1,.
2435,76,4,1,SDM0K33193,1,.
2436,76,4,1,SM20H54473,2,3
2437,76,4,1,PROC7704,2,3
2438,76,4,1,000000000031503454,2,1
2439,76,4,1,PROC9321,2,1
2440,76,4,1,SP10K29485,1,.
2441,76,4,1,PROC11104,1,.
2442,76,4,1,PROC3420,2,3
2443,76,4,1,cdb_49000017,2,5
2444,76,4,1,SPP0M26744,2,5
2445,76,4,1,PROC14102,2,2
2446,76,4,1,PROC13209,1,.
2447,76,4,1,PROC10209,1,.
2448,76,4,1,SSW0N29422,1,.
2449,76,4,1,PROC12801,2,5
2450,76,4,1,SL10F25678,1,.
2451,76,4,1,SSW0Q43526,1,.
2452,81,4,4,SSW0F82867,1,.
2453,81,4,4,SSW0F75749,2,3
2454,81,4,4,SSW0G45194,1,.
2455,81,4,4,000000000031045653,1,.
2456,81,4,4,SSW0G44390,1,.
2457,81,4,4,SSW0G44671,1,.
2458,81,4,4,SSW0K51131,2,3
2459,81,4,4,000000000031038890,1,.
2460,81,4,4,PROC3420,2,1
2461,81,4,4,PROC6914,1,.
2462,81,4,4,PROC9321,2,2
2463,81,4,4,PROC12008,1,.
2464,81,4,4,SD50H32650,1,.
2465,81,4,4,PROC14101,2,3
2466,81,4,4,000000000031034561,1,.
2467,81,4,4,PROC3726,1,.
2468,81,4,4,000000000031502214,1,.
2469,81,4,4,SDM0K33193,1,.
2470,81,4,4,SM20H54473,2,3
2471,81,4,4,PROC7704,2,3
2472,81,4,4,000000000031503454,2,1
2473,81,4,4,PROC9321,2,1
2474,81,4,4,SP10K29485,1,.
2475,81,4,4,PROC11104,1,.
2476,81,4,4,PROC3420,2,3
2477,81,4,4,cdb_49000017,2,5
2478,81,4,4,SPP0M26744,2,5
2479,81,4,4,PROC14102,2,2
2480,81,4,4,PROC13209,1,.
2481,81,4,4,PROC10209,1,.
2482,81,4,4,SSW0N29422,1,.
2483,81,4,4,PROC12801,2,5
2484,81,4,4,SL10F25678,1,.
2485,81,4,4,SSW0Q43526,1,.
2486,85,4,3,SSW0F82867,1,.
2487,85,4,3,SSW0F75749,2,3
2488,85,4,3,SSW0G45194,1,.
2489,85,4,3,000000000031045653,1,.
2490,85,4,3,SSW0G44390,1,.
2491,85,4,3,SSW0G44671,1,.
2492,85,4,3,SSW0K51131,2,3
2493,85,4,3,000000000031038890,1,.
2494,85,4,3,PROC3420,2,1
2495,85,4,3,PROC6914,1,.
2496,85,4,3,PROC9321,2,2
2497,85,4,3,PROC12008,1,.
2498,85,4,3,SD50H32650,1,.
2499,85,4,3,PROC14101,2,3
2500,85,4,3,000000000031034561,1,.
2501,85,4,3,PROC3726,1,.
2502,85,4,3,000000000031502214,1,.
2503,85,4,3,SDM0K33193,1,.
2504,85,4,3,SM20H54473,2,3
2505,85,4,3,PROC7704,2,3
2506,85,4,3,000000000031503454,2,1
2507,85,4,3,PROC9321,2,1
2508,85,4,3,SP10K29485,1,.
2509,85,4,3,PROC11104,1,.
2510,85,4,3,PROC3420,2,3
2511,85,4,3,cdb_49000017,2,5
2512,85,4,3,SPP0M26744,2,5
2513,85,4,3,PROC14102,2,2
2514,85,4,3,PROC13209,1,.
2515,85,4,3,PROC10209,1,.
2516,85,4,3,SSW0N29422,1,.
2517,85,4,3,PROC12801,2,5
2518,85,4,3,SL10F25678,1,.
2519,85,4,3,SSW0Q43526,1,.
2520,92,4,1,SSW0F82867,1,.
2521,92,4,1,SSW0F75749,2,3
2522,92,4,1,SSW0G45194,1,.
2523,92,4,1,000000000031045653,1,.
2524,92,4,1,SSW0G44390,1,.
2525,92,4,1,SSW0G44671,1,.
2526,92,4,1,SSW0K51131,2,3
2527,92,4,1,000000000031038890,1,.
2528,92,4,1,PROC3420,2,1
2529,92,4,1,PROC6914,1,.
2530,92,4,1,PROC9321,2,2
2531,92,4,1,PROC12008,1,.
2532,92,4,1,SD50H32650,1,.
2533,92,4,1,PROC14101,2,3
2534,92,4,1,000000000031034561,1,.
2535,92,4,1,PROC3726,1,.
2536,92,4,1,000000000031502214,1,.
2537,92,4,1,SDM0K33193,1,.
2538,92,4,1,SM20H54473,2,3
2539,92,4,1,PROC7704,2,3
2540,92,4,1,000000000031503454,2,1
2541,92,4,1,PROC9321,2,1
2542,92,4,1,SP10K29485,1,.
2543,92,4,1,PROC11104,1,.
2544,92,4,1,PROC3420,2,3
2545,92,4,1,cdb_49000017,2,5
2546,92,4,1,SPP0M26744,2,5
2547,92,4,1,PROC14102,2,2
2548,92,4,1,PROC13209,1,.
2549,92,4,1,PROC10209,1,.
2550,92,4,1,SSW0N29422,1,.
2551,92,4,1,PROC12801,2,5
2552,92,4,1,SL10F25678,1,.
2553,92,4,1,SSW0Q43526,1,.
2554,93,4,3,SSW0F82867,1,.
2555,93,4,3,SSW0F75749,2,3
2556,93,4,3,SSW0G45194,1,.
2557,93,4,3,000000000031045653,1,.
2558,93,4,3,SSW0G44390,1,.
2559,93,4,3,SSW0G44671,1,.
2560,93,4,3,SSW0K51131,2,3
2561,93,4,3,000000000031038890,1,.
2562,93,4,3,PROC3420,2,1
2563,93,4,3,PROC6914,1,.
2564,93,4,3,PROC9321,2,2
2565,93,4,3,PROC12008,1,.
2566,93,4,3,SD50H32650,1,.
2567,93,4,3,PROC14101,2,3
2568,93,4,3,000000000031034561,1,.
2569,93,4,3,PROC3726,1,.
2570,93,4,3,000000000031502214,1,.
2571,93,4,3,SDM0K33193,1,.
2572,93,4,3,SM20H54473,2,3
2573,93,4,3,PROC7704,2,3
2574,93,4,3,000000000031503454,2,1
2575,93,4,3,PROC9321,2,1
2576,93,4,3,SP10K29485,1,.
2577,93,4,3,PROC11104,1,.
2578,93,4,3,PROC3420,2,3
2579,93,4,3,cdb_49000017,2,5
2580,93,4,3,SPP0M26744,2,5
2581,93,4,3,PROC14102,2,2
2582,93,4,3,PROC13209,1,.
2583,93,4,3,PROC10209,1,.
2584,93,4,3,SSW0N29422,1,.
2585,93,4,3,PROC12801,2,5
2586,93,4,3,SL10F25678,1,.
2587,93,4,3,SSW0Q43526,1,.
2588,25,5,4,SSW0K51574,1,.
2589,25,5,4,SD50H32698,2,4
2590,25,5,4,PROC11021,1,.
2591,25,5,4,PROC6222,2,1
2592,25,5,4,000000000025216222,1,.
2593,25,5,4,SM50F76959,2,1
2594,25,5,4,000000000031045784,2,4
2595,25,5,4,000000000031506282,1,.
2596,25,5,4,000000000031045785,1,.
2597,25,5,4,000000000144002367,1,.
2598,25,5,4,PROC8219,2,2
2599,25,5,4,PROC8212,1,.
2600,25,5,4,SB20K00972,2,4
2601,25,5,4,000000000031501055,1,.
2602,25,5,4,SSW0K51614,1,.
2603,25,5,4,SSW0K51686,1,.
2604,25,5,4,SSW0K52073,2,4
2605,25,5,4,PROC10806,2,3
2606,25,5,4,PROC11105,2,4
2607,25,5,4,SSW0N26852,1,.
2608,25,5,4,SSW0N27719,2,1
2609,25,5,4,SSW0N29425,1,.
2610,25,5,4,000000000067000739,1,.
2611,25,5,4,SPP0G98255,1,.
2612,25,5,4,SSW0Q43897,1,.
2613,26,5,1,SSW0K51574,1,.
2614,26,5,1,SD50H32698,2,4
2615,26,5,1,PROC11021,1,.
2616,26,5,1,PROC6222,2,1
2617,26,5,1,000000000025216222,1,.
2618,26,5,1,SM50F76959,2,1
2619,26,5,1,000000000031045784,2,4
2620,26,5,1,000000000031506282,1,.
2621,26,5,1,000000000031045785,1,.
2622,26,5,1,000000000144002367,1,.
2623,26,5,1,PROC8219,2,2
2624,26,5,1,PROC8212,1,.
2625,26,5,1,SB20K00972,2,4
2626,26,5,1,000000000031501055,1,.
2627,26,5,1,SSW0K51614,1,.
2628,26,5,1,SSW0K51686,1,.
2629,26,5,1,SSW0K52073,2,4
2630,26,5,1,PROC10806,2,3
2631,26,5,1,PROC11105,2,4
2632,26,5,1,SSW0N26852,1,.
2633,26,5,1,SSW0N27719,2,1
2634,26,5,1,SSW0N29425,1,.
2635,26,5,1,000000000067000739,1,.
2636,26,5,1,SPP0G98255,1,.
2637,26,5,1,SSW0Q43897,1,.
2638,34,5,3,SSW0K51574,1,.
2639,34,5,3,SD50H32698,2,4
2640,34,5,3,PROC11021,1,.
2641,34,5,3,PROC6222,2,1
2642,34,5,3,000000000025216222,1,.
2643,34,5,3,SM50F76959,2,1
2644,34,5,3,000000000031045784,2,4
2645,34,5,3,000000000031506282,1,.
2646,34,5,3,000000000031045785,1,.
2647,34,5,3,000000000144002367,1,.
2648,34,5,3,PROC8219,2,2
2649,34,5,3,PROC8212,1,.
2650,34,5,3,SB20K00972,2,4
2651,34,5,3,000000000031501055,1,.
2652,34,5,3,SSW0K51614,1,.
2653,34,5,3,SSW0K51686,1,.
2654,34,5,3,SSW0K52073,2,4
2655,34,5,3,PROC10806,2,3
2656,34,5,3,PROC11105,2,4
2657,34,5,3,SSW0N26852,1,.
2658,34,5,3,SSW0N27719,2,1
2659,34,5,3,SSW0N29425,1,.
2660,34,5,3,000000000067000739,1,.
2661,34,5,3,SPP0G98255,1,.
2662,34,5,3,SSW0Q43897,1,.
2663,35,5,1,SSW0K51574,1,.
2664,35,5,1,SD50H32698,2,4
2665,35,5,1,PROC11021,1,.
2666,35,5,1,PROC6222,2,1
2667,35,5,1,000000000025216222,1,.
2668,35,5,1,SM50F76959,2,1
2669,35,5,1,000000000031045784,2,4
2670,35,5,1,000000000031506282,1,.
2671,35,5,1,000000000031045785,1,.
2672,35,5,1,000000000144002367,1,.
2673,35,5,1,PROC8219,2,2
2674,35,5,1,PROC8212,1,.
2675,35,5,1,SB20K00972,2,4
2676,35,5,1,000000000031501055,1,.
2677,35,5,1,SSW0K51614,1,.
2678,35,5,1,SSW0K51686,1,.
2679,35,5,1,SSW0K52073,2,4
2680,35,5,1,PROC10806,2,3
2681,35,5,1,PROC11105,2,4
2682,35,5,1,SSW0N26852,1,.
2683,35,5,1,SSW0N27719,2,1
2684,35,5,1,SSW0N29425,1,.
2685,35,5,1,000000000067000739,1,.
2686,35,5,1,SPP0G98255,1,.
2687,35,5,1,SSW0Q43897,1,.
2688,40,5,3,SSW0K51574,1,.
2689,40,5,3,SD50H32698,2,4
2690,40,5,3,PROC11021,1,.
2691,40,5,3,PROC6222,2,1
2692,40,5,3,000000000025216222,1,.
2693,40,5,3,SM50F76959,2,1
2694,40,5,3,000000000031045784,2,4
2695,40,5,3,000000000031506282,1,.
2696,40,5,3,000000000031045785,1,.
2697,40,5,3,000000000144002367,1,.
2698,40,5,3,PROC8219,2,2
2699,40,5,3,PROC8212,1,.
2700,40,5,3,SB20K00972,2,4
2701,40,5,3,000000000031501055,1,.
2702,40,5,3,SSW0K51614,1,.
2703,40,5,3,SSW0K51686,1,.
2704,40,5,3,SSW0K52073,2,4
2705,40,5,3,PROC10806,2,3
2706,40,5,3,PROC11105,2,4
2707,40,5,3,SSW0N26852,1,.
2708,40,5,3,SSW0N27719,2,1
2709,40,5,3,SSW0N29425,1,.
2710,40,5,3,000000000067000739,1,.
2711,40,5,3,SPP0G98255,1,.
2712,40,5,3,SSW0Q43897,1,.
2713,41,5,3,SSW0K51574,1,.
2714,41,5,3,SD50H32698,2,4
2715,41,5,3,PROC11021,1,.
2716,41,5,3,PROC6222,2,1
2717,41,5,3,000000000025216222,1,.
2718,41,5,3,SM50F76959,2,1
2719,41,5,3,000000000031045784,2,4
2720,41,5,3,000000000031506282,1,.
2721,41,5,3,000000000031045785,1,.
2722,41,5,3,000000000144002367,1,.
2723,41,5,3,PROC8219,2,2
2724,41,5,3,PROC8212,1,.
2725,41,5,3,SB20K00972,2,4
2726,41,5,3,000000000031501055,1,.
2727,41,5,3,SSW0K51614,1,.
2728,41,5,3,SSW0K51686,1,.
2729,41,5,3,SSW0K52073,2,4
2730,41,5,3,PROC10806,2,3
2731,41,5,3,PROC11105,2,4
2732,41,5,3,SSW0N26852,1,.
2733,41,5,3,SSW0N27719,2,1
2734,41,5,3,SSW0N29425,1,.
2735,41,5,3,000000000067000739,1,.
2736,41,5,3,SPP0G98255,1,.
2737,41,5,3,SSW0Q43897,1,.
2738,45,5,2,SSW0K51574,1,.
2739,45,5,2,SD50H32698,2,4
2740,45,5,2,PROC11021,1,.
2741,45,5,2,PROC6222,2,1
2742,45,5,2,000000000025216222,1,.
2743,45,5,2,SM50F76959,2,1
2744,45,5,2,000000000031045784,2,4
2745,45,5,2,000000000031506282,1,.
2746,45,5,2,000000000031045785,1,.
2747,45,5,2,000000000144002367,1,.
2748,45,5,2,PROC8219,2,2
2749,45,5,2,PROC8212,1,.
2750,45,5,2,SB20K00972,2,4
2751,45,5,2,000000000031501055,1,.
2752,45,5,2,SSW0K51614,1,.
2753,45,5,2,SSW0K51686,1,.
2754,45,5,2,SSW0K52073,2,4
2755,45,5,2,PROC10806,2,3
2756,45,5,2,PROC11105,2,4
2757,45,5,2,SSW0N26852,1,.
2758,45,5,2,SSW0N27719,2,1
2759,45,5,2,SSW0N29425,1,.
2760,45,5,2,000000000067000739,1,.
2761,45,5,2,SPP0G98255,1,.
2762,45,5,2,SSW0Q43897,1,.
2763,47,5,1,SSW0K51574,1,.
2764,47,5,1,SD50H32698,2,4
2765,47,5,1,PROC11021,1,.
2766,47,5,1,PROC6222,2,1
2767,47,5,1,000000000025216222,1,.
2768,47,5,1,SM50F76959,2,1
2769,47,5,1,000000000031045784,2,4
2770,47,5,1,000000000031506282,1,.
2771,47,5,1,000000000031045785,1,.
2772,47,5,1,000000000144002367,1,.
2773,47,5,1,PROC8219,2,2
2774,47,5,1,PROC8212,1,.
2775,47,5,1,SB20K00972,2,4
2776,47,5,1,000000000031501055,1,.
2777,47,5,1,SSW0K51614,1,.
2778,47,5,1,SSW0K51686,1,.
2779,47,5,1,SSW0K52073,2,4
2780,47,5,1,PROC10806,2,3
2781,47,5,1,PROC11105,2,4
2782,47,5,1,SSW0N26852,1,.
2783,47,5,1,SSW0N27719,2,1
2784,47,5,1,SSW0N29425,1,.
2785,47,5,1,000000000067000739,1,.
2786,47,5,1,SPP0G98255,1,.
2787,47,5,1,SSW0Q43897,1,.
2788,49,5,2,SSW0K51574,1,.
2789,49,5,2,SD50H32698,2,4
2790,49,5,2,PROC11021,1,.
2791,49,5,2,PROC6222,2,1
2792,49,5,2,000000000025216222,1,.
2793,49,5,2,SM50F76959,2,1
2794,49,5,2,000000000031045784,2,4
2795,49,5,2,000000000031506282,1,.
2796,49,5,2,000000000031045785,1,.
2797,49,5,2,000000000144002367,1,.
2798,49,5,2,PROC8219,2,2
2799,49,5,2,PROC8212,1,.
2800,49,5,2,SB20K00972,2,4
2801,49,5,2,000000000031501055,1,.
2802,49,5,2,SSW0K51614,1,.
2803,49,5,2,SSW0K51686,1,.
2804,49,5,2,SSW0K52073,2,4
2805,49,5,2,PROC10806,2,3
2806,49,5,2,PROC11105,2,4
2807,49,5,2,SSW0N26852,1,.
2808,49,5,2,SSW0N27719,2,1
2809,49,5,2,SSW0N29425,1,.
2810,49,5,2,000000000067000739,1,.
2811,49,5,2,SPP0G98255,1,.
2812,49,5,2,SSW0Q43897,1,.
2813,50,5,2,SSW0K51574,1,.
2814,50,5,2,SD50H32698,2,4
2815,50,5,2,PROC11021,1,.
2816,50,5,2,PROC6222,2,1
2817,50,5,2,000000000025216222,1,.
2818,50,5,2,SM50F76959,2,1
2819,50,5,2,000000000031045784,2,4
2820,50,5,2,000000000031506282,1,.
2821,50,5,2,000000000031045785,1,.
2822,50,5,2,000000000144002367,1,.
2823,50,5,2,PROC8219,2,2
